Column1,Column2,Column3,Column4,Column5,Column6
rbey.206,HIP76233,-12597.685,18279.79772,0.580,t
rbey.207,HIP76233,-12612.103,18279.80301,0.708,t
rbey.208,HIP76233,-12626.636,18279.80836,0.836,t
rbey.209,HIP76952,-11716.204,18279.81023,0.781,t
rbey.210,HIP76952,-11718.402,18279.81116,0.804,t
rbez.190,KC22C08344,-11249.868,18280.70485,-1.189,t
rbez.195,HIP44127,-17684.647,18280.75567,6.433,t
rbez.196,HIP44127,-17684.199,18280.75658,6.455,t
rbez.197,HIP44127,-17683.742,18280.75749,6.477,t
rbez.200,HIP76267,-12767.758,18280.78521,0.383,t
rbez.201,HIP76267,-12769.123,18280.78579,0.397,t
rbez.202,HIP76267,-12770.487,18280.78637,0.411,t
rbez.203,HIP78353,-9863.537,18280.79186,0.073,t
rbez.204,HIP78353,-9878.292,18280.7972,0.202,t
rbez.205,HIP78353,-9892.516,18280.80235,0.326,t
rbez.206,HIP77349,-11208.255,18280.80919,0.699,t
rbez.207,HIP77349,-11223.045,18280.81466,0.831,t
rbez.208,HIP77349,-11237.465,18280.82003,0.960,t
rbez.209,HIP78072,-10944.607,18280.82354,0.920,t
rbez.210,HIP78072,-10946.641,18280.82434,0.939,t
rbez.211,HIP78072,-10948.761,18280.82517,0.959,t
rbez.212,HIP85365,801.466,18280.82761,-0.517,t
rbez.213,HIP85365,798.702,18280.82861,-0.493,t
rbez.214,HIP85365,795.968,18280.82959,-0.470,t
rbez.215,HIP77660,-11286.431,18280.83093,1.163,t
rbez.216,HIP77660,-11292.371,18280.83316,1.216,t
rbez.217,HIP77660,-11297.982,18280.83528,1.267,t
rbez.218,HIP85819,-959.677,18280.83381,-0.355,t
rbez.219,HIP85819,-961.149,18280.83484,-0.330,t
rbez.220,HIP85819,-962.604,18280.83586,-0.305,t
rbez.221,HIP85699,-2012.811,18280.83528,-0.219,t
rbez.222,HIP85699,-2012.661,18280.83848,-0.142,t
rbez.223,HIP85699,-2012.516,18280.84158,-0.068,t
rbez.224,HIP86282,1019.488,18280.85343,-0.046,t
rbez.225,HIP86282,1006.183,18280.85876,0.083,t
rbez.226,HIP86282,992.769,18280.86414,0.212,t
rbez.227,HIP86400,1998.180,18280.87085,0.321,t
rbez.228,HIP86400,1987.083,18280.87487,0.418,t
rbez.229,HIP86400,1975.661,18280.87901,0.518,t
rbfa.183,HIP76779,-12727.533,18283.80687,0.956,t
rbfa.184,HIP76779,-12741.178,18283.81214,1.082,t
rbfa.185,HIP76779,-12755.130,18283.81757,1.213,t
rbfa.186,HIP76832,-4801.457,18283.81827,1.372,t
rbfa.187,HIP76832,-4803.709,18283.82344,1.496,t
rbfa.188,HIP76832,-4806.046,18283.8289,1.628,t
rbfb.203,HIP77725,-13259.095,18285.77275,0.097,t
rbfb.204,HIP77725,-13273.844,18285.77831,0.230,t
rbfb.205,HIP77725,-13287.925,18285.78362,0.358,t
rbfb.213,HIP86776,-359.352,18285.81939,-0.596,t
rbfb.214,HIP86776,-369.449,18285.82477,-0.467,t
rbfb.215,HIP86776,-379.476,18285.8301,-0.339,t
rbfb.216,HIP87108,961.935,18285.83735,-0.301,t
rbfb.217,HIP87108,959.754,18285.83814,-0.282,t
rbfb.218,HIP87108,957.541,18285.83894,-0.263,t
rbfb.219,HIP87768,1565.313,18285.84128,-0.316,t
rbfb.220,HIP87768,1551.380,18285.84668,-0.186,t
rbfb.221,HIP87768,1537.516,18285.85205,-0.056,t
rbfb.222,HIP86742,302.017,18285.85605,0.225,t
rbfb.223,HIP86742,300.258,18285.85669,0.240,t
rbfb.224,HIP86742,298.532,18285.85731,0.255,t
rbfb.225,HIP86623,-116.551,18285.85763,0.303,t
rbfb.226,HIP86623,-119.526,18285.85876,0.330,t
rbfb.227,HIP86623,-122.499,18285.8599,0.358,t
rbfb.228,HIP87558,1510.411,18285.86217,0.211,t
rbfb.229,HIP87558,1506.369,18285.86364,0.246,t
rbfb.230,HIP87558,1502.487,18285.86505,0.280,t
rbfb.231,HIP87585,-3.426,18285.86296,0.324,t
rbfb.232,HIP87585,-4.367,18285.86365,0.341,t
rbfb.233,HIP87585,-5.308,18285.86435,0.358,t
rbfb.234,HIP87938,723.969,18285.8685,0.361,t
rbfb.235,HIP87938,714.313,18285.87398,0.493,t
rbfb.236,HIP87938,704.919,18285.87933,0.622,t
rbfb.257,HIP78180,-8421.120,18285.99002,5.313,t
rbfb.258,HIP78180,-8421.447,18285.99105,5.338,t
rbfb.259,HIP78180,-8421.764,18285.99209,5.362,t
rbfc.193,HIP45493,-14736.818,18286.71652,5.602,t
rbfc.194,HIP45493,-14736.380,18286.71895,5.661,t
rbfc.195,HIP45493,-14735.932,18286.72119,5.715,t
rbfd.196,HIP45493,-14085.899,18288.72829,6.019,t
rbfd.197,HIP45493,-14085.554,18288.72933,6.044,t
rbfd.198,HIP45493,-14085.196,18288.73038,6.070,t
rbfd.199,HIP45836,-15182.244,18288.73277,6.052,t
rbfd.200,HIP45836,-15180.904,18288.73652,6.142,t
rbfd.201,HIP45836,-15179.547,18288.73999,6.225,t
rbfd.202,HIP80459,-6587.150,18288.74986,-0.733,t
rbfd.203,HIP80459,-6594.687,18288.75513,-0.606,t
rbfd.204,HIP80459,-6602.480,18288.76056,-0.475,t
rbfd.205,HIP73457,-19417.173,18288.77003,1.084,t
rbfd.206,HIP73457,-19430.928,18288.77541,1.213,t
rbfd.207,HIP73457,-19444.816,18288.7809,1.345,t
rbfd.216,HIP88745,1579.642,18288.82365,-0.709,t
rbfd.217,HIP88745,1577.361,18288.82465,-0.684,t
rbfd.218,HIP88745,1575.104,18288.82565,-0.661,t
rbfd.224,HIP92161,6631.047,18288.85948,-0.532,t
rbfd.225,HIP92161,6628.623,18288.86043,-0.509,t
rbfd.226,HIP92161,6626.287,18288.86134,-0.487,t
rbfd.228,HIP93917,7843.508,18288.88064,-0.334,t
rbfd.229,HIP93917,7841.147,18288.8817,-0.308,t
rbfd.230,HIP93917,7838.837,18288.88275,-0.283,t
rbfd.231,HIP93747,8967.020,18288.8852,-0.223,t
rbfd.232,HIP93747,8965.252,18288.88587,-0.207,t
rbfd.233,HIP93747,8963.515,18288.88653,-0.191,t
rbfd.234,HIP94083,1804.565,18288.88261,-0.216,t
rbfd.235,HIP94083,1804.083,18288.88369,-0.190,t
rbfd.236,HIP94083,1803.605,18288.88476,-0.165,t
rbfd.237,HIP93899,8750.644,18288.89362,-0.040,t
rbfd.238,HIP93899,8736.804,18288.89913,0.093,t
rbfd.239,HIP93899,8723.262,18288.90452,0.223,t
rbfd.240,HIP93408,5655.679,18288.90641,0.416,t
rbfd.241,HIP93408,5653.851,18288.90746,0.441,t
rbfd.242,HIP93408,5652.084,18288.90848,0.465,t
rbfd.243,HIP93805,9391.333,18288.9138,0.430,t
rbfd.244,HIP93805,9388.843,18288.91471,0.451,t
rbfd.245,HIP93805,9386.450,18288.91558,0.472,t
rbfd.247,HIP93871,9301.429,18288.92179,0.622,t
rbfd.248,HIP93871,9287.416,18288.92703,0.748,t
rbfd.249,HIP93871,9272.988,18288.93244,0.878,t
rbfd.250,HIP93843,7990.981,18288.93525,0.986,t
rbfd.251,HIP93843,7987.916,18288.9366,1.018,t
rbfd.252,HIP93843,7982.926,18288.93882,1.072,t
rbfd.253,HIP93873,8611.499,18288.94354,1.164,t
rbfd.254,HIP93873,8598.456,18288.94897,1.294,t
rbfd.255,HIP93873,8585.738,18288.95432,1.423,t
rbfd.259,HIP46343,-6200.146,18288.98806,11.927,t
rbfd.260,HIP46343,-6195.416,18288.99377,11.790,t
rbfe.201,HIP44127,-14637.922,18289.72186,6.222,t
rbfe.202,HIP44127,-14637.583,18289.72262,6.240,t
rbfe.203,HIP44127,-14637.237,18289.72338,6.259,t
rbfe.204,HIP44127,-14632.272,18289.73323,6.496,t
rbfe.205,HIP44127,-14631.815,18289.73405,6.515,t
rbfe.206,HIP44127,-14631.371,18289.73484,6.534,t
rbfe.208,HIP45075,-10330.199,18289.75101,6.715,t
rbfe.209,HIP45075,-10329.700,18289.752,6.739,t
rbfe.210,HIP45075,-10329.201,18289.75299,6.762,t
rbfe.211,HIP86340,-891.669,18289.7596,-1.615,t
rbfe.212,HIP86340,-895.147,18289.765,-1.486,t
rbfe.213,HIP86340,-898.699,18289.77042,-1.355,t
rbff.194,HIP48833,-19177.002,18291.71933,5.304,t
rbff.195,HIP48833,-19177.017,18291.72185,5.365,t
rbff.196,HIP48833,-19176.961,18291.7244,5.426,t
rbff.197,HIP50485,-19499.915,18291.72831,5.164,t
rbff.198,HIP50485,-19500.243,18291.73276,5.272,t
rbff.199,HIP50485,-19500.363,18291.73735,5.382,t
rbff.253,HIP46343,-5417.315,18291.98792,11.732,t
rbff.254,HIP46343,-5412.918,18291.99322,11.605,t
rbfg.192,GJ687,-1001.341,18294.75559,-1.354,t
rbfg.193,GJ687,-1005.512,18294.76084,-1.228,t
rbfg.194,GJ687,-1009.898,18294.76629,-1.097,t
rbfg.195,HIP86141,-749.414,18294.77134,-0.964,t
rbfg.196,HIP86141,-752.920,18294.77666,-0.835,t
rbfg.197,HIP86141,-756.485,18294.78203,-0.706,t
rbfg.214,HIP94779,5444.238,18294.86637,-0.401,t
rbfg.215,HIP94779,5443.033,18294.86718,-0.382,t
rbfg.216,HIP94779,5441.725,18294.86806,-0.360,t
rbfg.218,HIP95730,9449.658,18294.88689,-0.172,t
rbfg.219,HIP95730,9435.222,18294.89233,-0.041,t
rbfg.220,HIP95730,9421.026,18294.89767,0.088,t
rbfg.221,HIP95501,9174.562,18294.90137,0.211,t
rbfg.222,HIP95501,9172.685,18294.90205,0.227,t
rbfg.223,HIP95501,9170.810,18294.90274,0.243,t
rbfg.225,HIP94349,7498.586,18294.90997,0.636,t
rbfg.226,HIP94349,7483.906,18294.91537,0.766,t
rbfg.227,HIP94349,7469.372,18294.92074,0.895,t
rbfg.228,HIP95995,5686.273,18294.92196,0.716,t
rbfg.229,HIP95995,5682.230,18294.92521,0.794,t
rbfg.230,HIP95995,5678.318,18294.92835,0.870,t
rbfg.231,HIP95575,6484.321,18294.93359,1.053,t
rbfg.232,HIP95575,6475.818,18294.93896,1.182,t
rbfg.233,HIP95575,6467.363,18294.94435,1.312,t
rbfg.234,HIP95853,6456.176,18294.94722,1.332,t
rbfg.235,HIP95853,6455.139,18294.94792,1.349,t
rbfg.236,HIP95853,6454.069,18294.94865,1.366,t
rbfg.245,HIP46343,-4618.312,18294.99476,11.369,t
rbfh.209,HIP94376,3687.084,18299.73607,-3.100,t
rbfh.210,HIP94376,3686.639,18299.73681,-3.082,t
rbfh.211,HIP94376,3686.198,18299.73754,-3.065,t
rbfh.234,HIP94349,5471.755,18299.84794,-0.531,t
rbfh.235,HIP94349,5456.962,18299.85332,-0.401,t
rbfh.236,HIP94349,5442.314,18299.85863,-0.273,t
rbfh.237,HIP94650,5999.540,18299.86369,-0.196,t
rbfh.238,HIP94650,5985.259,18299.86902,-0.068,t
rbfh.239,HIP94650,5970.845,18299.87439,0.061,t
rbfh.240,HIP95853,5965.526,18299.8749,-0.082,t
rbfh.241,HIP95853,5964.277,18299.8757,-0.063,t
rbfh.242,HIP95853,5963.010,18299.87651,-0.044,t
rbfh.244,HIP95575,5868.861,18299.8823,0.145,t
rbfh.245,HIP95575,5860.023,18299.88765,0.274,t
rbfh.246,HIP95575,5851.109,18299.89306,0.404,t
rbfh.247,HIP95995,5401.390,18299.89705,0.443,t
rbfh.248,HIP95995,5397.189,18299.90036,0.523,t
rbfh.249,HIP95995,5392.970,18299.90369,0.603,t
rbfh.251,HIP95501,6972.672,18299.91549,0.876,t
rbfh.252,HIP95501,6970.609,18299.91625,0.894,t
rbfh.253,HIP95501,6968.579,18299.917,0.912,t
rbfh.254,HIP95730,7415.166,18299.91966,0.942,t
rbfh.255,HIP95730,7401.169,18299.92506,1.072,t
rbfh.256,HIP95730,7387.464,18299.9304,1.201,t
rbfh.267,HIP94779,4711.442,18299.999,3.117,t
rbfh.268,HIP94779,4710.642,18299.99975,3.135,t
rbfh.269,HIP94779,4709.846,18300.00051,3.153,t
rbfk.213,HIP94376,3717.547,18304.73108,-2.893,t
rbfk.214,HIP94376,3717.066,18304.73183,-2.875,t
rbfk.215,HIP94376,3716.567,18304.73261,-2.856,t
rbfk.218,GJ687,-833.313,18304.74995,-0.832,t
rbfk.219,GJ687,-837.809,18304.7554,-0.701,t
rbfk.220,GJ687,-842.238,18304.76074,-0.573,t
rbfk.235,HIP94650,3966.051,18304.85924,0.023,t
rbfk.236,HIP94650,3951.532,18304.86463,0.153,t
rbfk.237,HIP94650,3937.121,18304.86999,0.282,t
rbfk.239,HIP95501,4842.618,18304.88468,0.460,t
rbfk.240,HIP95501,4840.578,18304.88542,0.478,t
rbfk.241,HIP95501,4838.538,18304.88617,0.496,t
rbfk.243,HIP95575,5115.143,18304.89042,0.667,t
rbfk.244,HIP95575,5106.357,18304.89579,0.796,t
rbfk.245,HIP95575,5097.608,18304.90117,0.925,t
rbfk.246,HIP95853,5276.957,18304.90406,0.946,t
rbfk.247,HIP95853,5275.877,18304.90476,0.963,t
rbfk.248,HIP95853,5274.781,18304.90548,0.980,t
rbfk.251,HIP94349,3012.193,18304.93008,1.773,t
rbfk.252,HIP94349,2998.714,18304.93544,1.902,t
rbfk.253,HIP94349,2985.578,18304.94074,2.030,t
rbfm.214,HIP94376,3718.027,18307.73612,-2.576,t
rbfm.215,HIP94376,3717.563,18307.73679,-2.559,t
rbfm.216,HIP94376,3717.105,18307.73745,-2.544,t
rbfm.217,HIP86141,-124.717,18307.7399,-0.865,t
rbfm.218,HIP86141,-128.222,18307.7452,-0.738,t
rbfm.219,HIP86141,-131.852,18307.75066,-0.607,t
rbfm.221,GJ687,-793.661,18307.76616,-0.245,t
rbfm.222,GJ687,-798.125,18307.77147,-0.117,t
rbfm.223,GJ687,-802.545,18307.77672,0.009,t
rbfm.235,HIP94650,2802.022,18307.82861,-0.518,t
rbfm.236,HIP94650,2787.818,18307.83391,-0.390,t
rbfm.237,HIP94650,2773.446,18307.83926,-0.261,t
rbfm.238,HIP95575,4731.400,18307.84226,-0.296,t
rbfm.239,HIP95575,4722.537,18307.84758,-0.168,t
rbfm.240,HIP95575,4713.564,18307.85297,-0.039,t
rbfm.241,HIP94349,1833.585,18307.86262,0.346,t
rbfm.242,HIP94349,1818.792,18307.86797,0.475,t
rbfm.243,HIP94349,1803.859,18307.87338,0.605,t
rbfm.246,HIP95853,4887.670,18307.89344,0.886,t
rbfm.247,HIP95853,4886.442,18307.89423,0.905,t
rbfm.248,HIP95853,4885.232,18307.89502,0.924,t
rbfm.249,HIP95995,4817.832,18307.89647,0.951,t
rbfm.250,HIP95995,4813.621,18307.89983,1.032,t
rbfm.251,HIP95995,4809.591,18307.90307,1.110,t
rbfm.260,HIP46343,-1077.227,18307.99882,10.414,t
rbfn.213,HIP86141,-83.019,18308.74819,-0.600,t
rbfn.214,HIP86141,-86.663,18308.75363,-0.469,t
rbfn.215,HIP86141,-90.222,18308.75892,-0.342,t
rbfn.229,HIP94779,3857.190,18308.83496,-0.242,t
rbfn.230,HIP94779,3856.088,18308.83569,-0.225,t
rbfn.231,HIP94779,3854.986,18308.83642,-0.207,t
rbfn.235,HIP95501,3145.249,18308.8458,-0.214,t
rbfn.236,HIP95501,3143.194,18308.84654,-0.196,t
rbfn.237,HIP95501,3141.075,18308.84731,-0.178,t
rbfn.238,HIP95853,4825.006,18308.84508,-0.212,t
rbfn.239,HIP95853,4823.673,18308.84593,-0.192,t
rbfn.240,HIP95853,4822.377,18308.84675,-0.172,t
rbfn.243,HIP95995,4768.486,18308.87247,0.439,t
rbfn.244,HIP95995,4764.151,18308.87585,0.520,t
rbfn.245,HIP95995,4759.665,18308.87935,0.605,t
rbfn.251,HIP95730,3819.807,18308.90325,1.135,t
rbfn.252,HIP95730,3805.769,18308.9087,1.266,t
rbfn.253,HIP95730,3792.190,18308.91403,1.394,t
rbfn.254,HIP94349,1224.251,18308.92004,1.794,t
rbfn.255,HIP94349,1211.297,18308.92519,1.918,t
rbfn.256,HIP94349,1197.874,18308.93061,2.048,t
rbfo.214,HIP94376,3711.091,18311.73181,-2.418,t
rbfo.215,HIP94376,3710.618,18311.73247,-2.402,t
rbfo.216,HIP94376,3710.143,18311.73313,-2.386,t
rbfo.219,HIP86141,56.604,18311.752,-0.311,t
rbfo.220,HIP86141,52.908,18311.75747,-0.180,t
rbfo.221,HIP86141,49.355,18311.76273,-0.053,t
rbfo.232,HIP94779,3500.883,18311.81661,-0.488,t
rbfo.233,HIP94779,3499.803,18311.81733,-0.470,t
rbfo.234,HIP94779,3498.740,18311.81803,-0.453,t
rbfo.238,HIP95575,4120.581,18311.82487,-0.454,t
rbfo.239,HIP95575,4111.638,18311.83024,-0.324,t
rbfo.240,HIP95575,4102.651,18311.83562,-0.195,t
rbfo.241,HIP94650,1078.865,18311.84469,0.132,t
rbfo.242,HIP94650,1064.343,18311.85007,0.261,t
rbfo.243,HIP94650,1049.879,18311.85544,0.390,t
rbfo.246,HIP95995,4518.190,18311.8739,0.670,t
rbfo.247,HIP95995,4514.011,18311.87718,0.749,t
rbfo.248,HIP95995,4509.847,18311.88045,0.827,t
rbfo.249,HIP94349,-69.153,18311.89009,1.270,t
rbfo.250,HIP94349,-83.509,18311.89551,1.400,t
rbfo.251,HIP94349,-97.560,18311.90089,1.530,t
rbfo.252,HIP95730,2567.984,18311.90583,1.393,t
rbfo.253,HIP95730,2554.264,18311.91126,1.524,t
rbfo.254,HIP95730,2541.023,18311.91656,1.651,t
rbfp.201,HIP94376,3706.537,18313.72228,-2.516,t
rbfp.202,HIP94376,3706.071,18313.72294,-2.500,t
rbfp.203,HIP94376,3705.604,18313.7236,-2.484,t
rbfp.205,HIP86141,168.222,18313.72748,-0.770,t
rbfp.206,HIP86141,164.609,18313.73292,-0.639,t
rbfp.207,HIP86141,161.035,18313.73827,-0.510,t
rbfp.219,HIP94779,3243.253,18313.81407,-0.418,t
rbfp.220,HIP94779,3242.186,18313.81478,-0.401,t
rbfp.221,HIP94779,3241.102,18313.8155,-0.383,t
rbfp.225,HIP95501,919.893,18313.82353,-0.422,t
rbfp.226,HIP95501,918.003,18313.82421,-0.406,t
rbfp.227,HIP95501,916.113,18313.8249,-0.389,t
rbfp.228,HIP95730,1939.487,18313.82754,-0.360,t
rbfp.229,HIP95730,1925.178,18313.83287,-0.232,t
rbfp.230,HIP95730,1910.686,18313.83827,-0.102,t
rbfp.232,HIP95575,3746.486,18313.85244,0.341,t
rbfp.233,HIP95575,3737.491,18313.85783,0.471,t
rbfp.234,HIP95575,3728.644,18313.86316,0.599,t
rbfp.235,HIP94650,160.585,18313.87246,0.931,t
rbfp.236,HIP94650,146.571,18313.8778,1.060,t
rbfp.237,HIP94650,132.308,18313.88327,1.191,t
rbfp.239,HIP95995,4316.201,18313.89743,1.367,t
rbfp.240,HIP95995,4312.098,18313.90079,1.448,t
rbfp.241,HIP95995,4308.124,18313.90408,1.527,t
rbfq.216,HIP94376,3669.182,18314.76127,-1.512,t
rbfq.217,HIP94376,3668.658,18314.76191,-1.497,t
rbfq.218,HIP94376,3668.162,18314.76251,-1.483,t
rbfq.230,HIP94650,-113.874,18314.81752,-0.325,t
rbfq.231,HIP94650,-128.441,18314.82293,-0.195,t
rbfq.232,HIP94650,-143.093,18314.82835,-0.065,t
rbfv.233,26767,24800.673,18324.00439,-4.025,t
rbfw.285,HIP67301,-13741.862,18326.6928,3.096,t
rbfw.286,HIP67301,-13742.421,18326.69343,3.111,t
rbfw.287,HIP67301,-13742.957,18326.69405,3.126,t
rbfw.288,HIP59774,-8386.996,18326.69497,4.712,t
rbfw.289,HIP59774,-8387.117,18326.69578,4.732,t
rbfw.290,HIP59774,-8387.229,18326.69656,4.750,t
rbfw.291,HIP61053,-10596.086,18326.69893,4.548,t
rbfw.292,HIP61053,-10597.069,18326.70293,4.645,t
rbfw.293,HIP61053,-10597.950,18326.7071,4.745,t
rbfw.294,HIP58684,-13583.948,18326.71022,5.312,t
rbfw.295,HIP58684,-13583.913,18326.71302,5.379,t
rbfw.296,HIP58684,-13583.804,18326.71566,5.443,t
rbfw.297,HIP71075,-18418.997,18326.72029,2.992,t
rbfw.298,HIP71075,-18419.893,18326.72103,3.010,t
rbfw.299,HIP71075,-18420.799,18326.72178,3.028,t
rbfw.300,HIP59504,979.491,18326.72211,5.402,t
rbfw.301,HIP59504,979.815,18326.72447,5.459,t
rbfw.302,HIP59504,980.161,18326.72686,5.517,t
rbfw.303,HIP70952,-7082.365,18326.7306,3.276,t
rbfw.304,HIP70952,-7084.256,18326.73409,3.360,t
rbfw.305,HIP70952,-7086.079,18326.73756,3.444,t
rbfw.311,HIP97649,-977.225,18326.75919,-1.532,t
rbfw.312,HIP97649,-978.642,18326.75974,-1.519,t
rbfw.313,HIP97649,-980.090,18326.76031,-1.505,t
rbfw.314,HIP97675,-770.207,18326.76166,-1.475,t
rbfw.315,HIP97675,-776.175,18326.76399,-1.419,t
rbfw.316,HIP97675,-781.754,18326.76617,-1.367,t
rbfw.318,GJ768,-1010.299,18326.77221,-1.219,t
rbfw.319,GJ768,-1011.753,18326.77276,-1.206,t
rbfw.320,GJ768,-1013.239,18326.77333,-1.192,t
rbfw.340,GJ768,-1201.710,18326.84297,0.484,t
rbfw.341,GJ768,-1203.219,18326.84353,0.497,t
rbfw.342,GJ768,-1204.760,18326.84409,0.511,t
rbfw.343,HIP97222,1215.109,18326.84605,0.684,t
rbfw.344,HIP97222,1203.504,18326.85133,0.811,t
rbfw.345,HIP97222,1191.667,18326.85675,0.942,t
rbfy.207,HIP59514,-8533.868,18329.70006,5.088,t
rbfy.208,HIP59514,-8533.956,18329.70514,5.210,t
rbfy.209,HIP59514,-8533.781,18329.71115,5.355,t
rbfy.210,HIP59496,-6633.353,18329.71669,5.489,t
rbfy.211,HIP59496,-6632.659,18329.72196,5.616,t
rbfy.212,HIP59496,-6631.752,18329.72725,5.743,t
rbfy.213,HIP67691,-12994.295,18329.73405,4.213,t
rbfy.214,HIP67691,-12996.852,18329.73936,4.341,t
rbfy.215,HIP67691,-12999.181,18329.74471,4.470,t
rbfy.219,HIP67422,-22251.864,18329.76611,5.028,t
rbfy.220,HIP67422,-22253.691,18329.77148,5.157,t
rbfy.221,HIP67422,-22255.079,18329.77657,5.279,t
rbfy.223,HIP97051,-3124.139,18329.79514,-0.345,t
rbfy.224,HIP97051,-3138.512,18329.80044,-0.217,t
rbfy.225,HIP97051,-3153.287,18329.80588,-0.086,t
rbfy.226,HIP98416,-3616.553,18329.81137,-0.244,t
rbfy.227,HIP98416,-3627.292,18329.81524,-0.151,t
rbfy.228,HIP98416,-3638.555,18329.81929,-0.054,t
rbfy.232,HIP97223,-210.410,18329.85367,1.057,t
rbfy.233,HIP97223,-221.648,18329.85866,1.177,t
rbfy.234,HIP97223,-233.768,18329.86408,1.308,t
rbfy.236,HIP98204,-4380.660,18329.8737,1.296,t
rbfy.237,HIP98204,-4397.164,18329.88,1.448,t
rbfy.238,HIP98204,-4409.377,18329.88471,1.561,t
rbfz.180,HIP59378,-13509.525,18330.72425,5.767,t
rbfz.181,HIP59378,-13508.255,18330.72971,5.898,t
rbfz.182,HIP59378,-13506.707,18330.73501,6.026,t
rbfz.183,HIP67691,-12819.544,18330.74238,4.481,t
rbfz.184,HIP67691,-12821.592,18330.74775,4.610,t
rbfz.185,HIP67691,-12823.374,18330.75309,4.738,t
rbfz.191,HIP97051,-3538.150,18330.79001,-0.402,t
rbfz.192,HIP97051,-3552.913,18330.79546,-0.271,t
rbfz.193,HIP97051,-3567.205,18330.80073,-0.144,t
rbfz.194,HIP98416,-4096.662,18330.80805,-0.258,t
rbfz.195,HIP98416,-4105.981,18330.81141,-0.178,t
rbfz.196,HIP98416,-4113.250,18330.81402,-0.115,t
rbfz.199,HIP98204,-4763.126,18330.83351,0.395,t
rbfz.200,HIP98204,-4777.528,18330.83876,0.521,t
rbfz.201,HIP98204,-4792.226,18330.84413,0.650,t
rbfz.202,HIP97223,-520.487,18330.84805,0.988,t
rbfz.203,HIP97223,-532.324,18330.85328,1.114,t
rbfz.204,HIP97223,-544.424,18330.85868,1.244,t
rbga.202,HIP60303,-13024.328,18332.68079,4.668,t
rbga.203,HIP60303,-13025.693,18332.68598,4.793,t
rbga.204,HIP60303,-13026.855,18332.69161,4.928,t
rbga.207,HIP59496,-5789.394,18332.73409,6.106,t
rbga.208,HIP59496,-5787.626,18332.73941,6.234,t
rbga.209,HIP59496,-5785.578,18332.7449,6.367,t
rbga.202,HIP60303,-13024.328,18332.68079,4.668,t
rbga.203,HIP60303,-13025.693,18332.68598,4.793,t
rbga.204,HIP60303,-13026.855,18332.69161,4.928,t
rbga.207,HIP59496,-5789.394,18332.73409,6.106,t
rbga.208,HIP59496,-5787.626,18332.73941,6.234,t
rbga.209,HIP59496,-5785.578,18332.7449,6.367,t
rbga.246,26767,26876.541,18332.99272,-3.733,t
rbgj.209,HIP107556,-1017.395,18348.7956,-1.166,t
rbgj.210,HIP107556,-1019.164,18348.79627,-1.150,t
rbgj.211,HIP107556,-1020.966,18348.79695,-1.133,t
rbgj.218,HIP110640,9478.023,18348.82124,-1.150,t
rbgj.219,HIP110640,9464.609,18348.82668,-1.019,t
rbgj.220,HIP110640,9451.462,18348.83197,-0.891,t
rbgj.221,HIP110750,2842.828,18348.8383,-0.789,t
rbgm.224,HIP111313,4895.001,18356.84981,-0.093,t
rbgm.225,HIP111313,4863.591,18356.86115,0.180,t
rbgm.226,HIP111313,4834.748,18356.87159,0.431,t
rbgp.238,GJ866,-395.933,18359.80721,-1.022,t
rbgp.239,GJ866,-425.643,18359.81828,-0.756,t
rbgp.240,GJ866,-454.881,18359.82904,-0.497,t
rbgp.245,HIP111170,288.885,18359.84963,0.120,t
rbgp.246,HIP111170,279.857,18359.85284,0.197,t
rbgp.247,HIP111170,270.868,18359.85603,0.274,t
rbgs.241,HIP109527,2125.429,18369.79113,-0.256,t
rbgs.242,HIP109527,2125.403,18369.79115,-0.256,t
rbgw.193,HIP113944,9703.647,18376.67027,-3.540,t
rbgw.194,HIP113944,9700.104,18376.6751,-3.424,t
rbgw.195,HIP113944,9695.397,18376.68132,-3.274,t
rbgw.221,GJ873,4582.040,18376.78436,-0.545,t
rbgw.222,GJ873,4571.246,18376.78979,-0.414,t
rbgw.223,GJ873,4560.879,18376.79499,-0.289,t
rbgw.225,HIP114971,-783.237,18376.80335,-0.639,t
rbgw.226,HIP114971,-785.180,18376.80405,-0.623,t
rbgw.227,HIP114971,-787.125,18376.80474,-0.606,t
rbgw.228,HIP113963,229.773,18376.80532,-0.379,t
rbgw.229,HIP113963,228.201,18376.80589,-0.365,t
rbgw.230,HIP113963,226.628,18376.80647,-0.351,t
rbgw.231,HIP115738,-28.742,18376.80774,-0.698,t
rbgw.232,HIP115738,-31.560,18376.80874,-0.673,t
rbgw.233,HIP115738,-34.349,18376.80974,-0.649,t
rbgw.234,HIP114233,-1877.569,18376.813,-0.256,t
rbgw.235,HIP114233,-1892.782,18376.81838,-0.126,t
rbgw.236,HIP114233,-1907.717,18376.82366,0.001,t
rbgw.237,HIP117946,7270.387,18376.82867,-0.655,t
rbgw.238,HIP117946,7256.098,18376.83419,-0.522,t
rbgw.239,HIP117946,7242.474,18376.83944,-0.396,t
rbgw.240,HIP116495,1176.412,18376.84483,0.038,t
rbgw.241,HIP116495,1172.866,18376.84608,0.068,t
rbgw.242,HIP116495,1169.616,18376.84723,0.095,t
rbgw.243,HIP116758,-1766.953,18376.84987,0.105,t
rbgw.244,HIP116758,-1769.923,18376.85095,0.131,t
rbgw.245,HIP116758,-1772.829,18376.852,0.156,t
