Column1,Column2,Column3,Column4,Column5,Column6
ranr.338,HIP78207,27876.419,17416.05046,-2.333,t
ranr.339,112196,22487.760,17416.05974,0.827,t
ranr.340,HIP74493,29466.842,17416.06068,-1.360,t
ranr.341,HIP72197B,29531.553,17416.06516,-0.807,t
ranr.342,HIP79203,27199.960,17416.06784,-2.102,t
ranr.344,HIP77911,27753.301,17416.07863,-1.594,t
ranr.345,HIP78549,27379.083,17416.08998,-1.443,t
ranr.346,HIP85307,20666.384,17416.09826,-2.611,t
ranu.193,HIP8903,-29376.507,17424.6154,1.825,t
ranu.194,HIP23875,-23152.838,17424.62018,-1.368,t
ranu.236,38858,-20253.892,17424.6898,-0.391,t
ranu.237,38858,-20266.392,17424.69457,-0.277,t
ranu.238,38858,-20279.009,17424.69937,-0.161,t
ranu.239,38858,-20293.073,17424.70472,-0.032,t
ranu.240,38858,-20307.080,17424.71004,0.096,t
ranu.280,HIP54872,12375.287,17424.93922,0.143,t
ranu.281,HIP58001,5070.555,17424.93931,-0.486,t
ranu.295,HIP66065,27923.885,17425.018,-0.181,t
ranu.297,HIP66200,26515.284,17425.02622,-0.036,t
ranu.298,KIC8459354,-988.880,17425.03442,-6.174,t
ranu.315,HIP83962,25524.137,17425.07347,-2.366,t
ranu.316,HIP71075,17156.736,17425.08154,0.346,t
ranv.215,HIP27288,-18571.648,17426.64273,-1.353,t
ranv.230,HIP27288,-18659.567,17426.67881,-0.484,t
ranv.250,50692,-17514.417,17426.72823,-0.479,t
ranv.251,50692,-17522.906,17426.7316,-0.398,t
ranv.252,50692,-17531.558,17426.73502,-0.316,t
ranv.253,50692,-17540.340,17426.73849,-0.232,t
ranv.254,50692,-17548.957,17426.7419,-0.150,t
ranv.280,HIP46853,-4660.679,17426.83318,-0.579,t
ranv.285,HIP50372,634.507,17426.87326,-0.361,t
ranv.299,HIP81833,15008.920,17426.90977,-5.781,t
ranv.301,HIP77233,25257.288,17426.93093,-4.337,t
ranv.307,HIP57757,18876.325,17426.97847,0.623,t
ranv.308,HIP59774,4120.671,17426.97908,0.250,t
ranv.312,HIP85157,18533.749,17426.98635,-4.591,t
ranv.316,HIP83000,23854.049,17426.99337,-3.982,t
ranv.317,HIP79882,28242.048,17426.99497,-3.300,t
ranv.323,HIP77464,29022.462,17427.01609,-2.319,t
ranv.336,KIC8459354,-497.781,17427.0478,-5.720,t
ranv.340,HIP83962,26033.037,17427.06728,-2.387,t
ranv.345,HIP74666,19118.523,17427.09606,0.122,t
ranw.196,HIP677,-22640.485,17427.60994,3.704,t
ranw.195,HIP8903,-29004.096,17427.61052,1.912,t
ranw.197,HIP105199,-8927.621,17427.61366,6.581,t
ranw.215,HIP677,-22666.070,17427.64809,4.622,t
ranw.216,HIP105199,-8911.751,17427.65293,7.526,t
ranw.242,GJ244,-13279.413,17427.71207,-0.608,t
ranw.262,GJ280,-11427.985,17427.75096,-0.610,t
ranw.274,HIP80331,5130.737,17427.7956,-8.176,t
ranw.281,HIP43853,2391.733,17427.83565,0.166,t
ranw.305,HIP67301,10753.036,17428.00933,-0.473,t
ranw.312,KIC8459354,-258.961,17428.02433,-6.219,t
ranw.313,HIP84012,26571.633,17428.03525,-3.102,t
ranw.314,HIP69673,23487.249,17428.04139,-0.157,t
ranw.315,HIP72607,-911.610,17428.04227,-0.709,t
ranw.331,HIP102488,-2527.905,17428.06463,-5.967,t
ranw.329,HIP75458,7020.467,17428.06653,-0.687,t
ranw.330,HIP75379,29943.506,17428.06666,-0.637,t
ranw.336,GJ768,8344.651,17428.07113,-4.862,t
ranw.332,HIP76267,21499.216,17428.07152,-0.711,t
ranw.337,HIP97649,8343.521,17428.07171,-4.848,t
ranx.186,HIP14668,-26973.137,17429.61473,0.847,t
ranx.187,HIP18907,-28868.913,17429.61828,0.032,t
ranx.188,HIP9598,-17203.013,17429.6219,2.117,t
ranx.216,HIP31592,-14143.982,17429.72513,-0.014,t
ranx.217,HIP36046,-15929.168,17429.73949,-0.522,t
ranx.223,HIP32349,-14114.676,17429.7783,1.119,t
ranx.227,HIP41307,-5421.995,17429.78593,-0.413,t
ranx.239,HIP44248,-7560.715,17429.8203,-0.165,t
ranx.243,HIP43853,1540.479,17429.84435,0.506,t
ranx.260,HIP87585,4454.667,17429.91256,-6.693,t
ranx.259,HIP53229,4545.253,17429.91592,0.256,t
ranx.273,HIP83207,17560.067,17429.97912,-4.194,t
ranx.277,HIP94779,1171.048,17429.9851,-6.315,t
rany.189,HIP108917,-10900.638,17432.62967,6.541,t
rany.190,HIP12828,-29522.616,17432.63328,1.943,t
rany.191,HIP27913,-24657.036,17432.64028,-1.152,t
rany.192,HIP21402,-28563.809,17432.64083,0.217,t
rany.193,HIP21589,-28643.541,17432.64312,0.228,t
rany.200,HIP30419,-21055.193,17432.66804,-0.984,t
rany.212,HIP32349,-14873.538,17432.69861,-0.598,t
rany.213,HIP37629,-15467.944,17432.70117,-1.541,t
rany.215,HIP26412,-16776.224,17432.70576,0.746,t
rany.227,HIP32349,-15058.474,17432.77216,1.172,t
rany.249,HIP51658,-151.037,17432.87636,-0.162,t
rany.271,HIP61317,9048.298,17432.98541,0.478,t
rany.280,HIP95853,1306.931,17433.00308,-5.890,t
rany.282,HIP64394,16289.668,17433.01392,0.535,t
rany.285,HIP72220,27792.918,17433.0256,-0.704,t
rany.300,HIP98036,10451.795,17433.08311,-4.321,t
rany.301,HIP77257,26970.748,17433.09228,-0.072,t
ranz.154,48682,-20804.366,17435.61916,-2.345,t
ranz.155,48682,-20808.573,17435.62162,-2.285,t
ranz.156,48682,-20812.978,17435.62418,-2.224,t
ranz.157,48682,-20817.744,17435.62692,-2.158,t
ranz.158,48682,-20822.839,17435.62983,-2.088,t
ranz.163,HIP7513,-25210.210,17435.63727,3.381,t
ranz.164,HIP12777,-25766.493,17435.63961,2.281,t
ranz.162,HIP36366,-18047.477,17435.6418,-2.526,t
ranz.167,HIP10670,-27913.340,17435.64439,2.870,t
ranz.165,HIP28614,-24277.890,17435.64512,-0.968,t
ranz.166,HIP26366,-25966.646,17435.64626,-0.503,t
ranz.168,HIP14632,-26029.129,17435.64832,2.067,t
raob.215,68017,-16205.978,17439.81709,1.240,t
raob.216,68017,-16224.596,17439.82527,1.437,t
raob.217,68017,-16243.837,17439.83387,1.644,t
raob.218,68017,-16261.290,17439.84182,1.835,t
raob.219,68017,-16277.768,17439.84948,2.020,t
raob.231,HIP55705,13266.841,17439.91462,0.363,t
raob.239,HIP60965,19738.900,17439.94855,0.111,t
raob.240,HIP61174,19914.071,17439.94942,0.096,t
raob.246,HIP63608,18044.594,17439.96724,0.019,t
raob.251,HIP91971,10491.370,17439.96734,-5.536,t
raob.252,HIP99655,-1789.505,17439.96916,-6.975,t
raob.250,HIP64241,16923.450,17439.97155,-0.005,t
raob.253,HIP65477,4181.954,17439.97546,-0.137,t
raob.259,HIP67275,19580.402,17439.99193,-0.120,t
raob.267,KIC8459354,2629.631,17440.01035,-5.768,t
raob.268,HIP88601,23703.396,17440.02373,-3.512,t
raob.269,HIP69483,7416.734,17440.03194,0.429,t
raob.270,HIP71284,17697.931,17440.0361,0.175,t
raob.271,HIP70497,7756.900,17440.03836,0.392,t
raob.272,HIP73165,27975.035,17440.04022,-0.081,t
raob.274,HIP85365,27128.055,17440.04256,-2.429,t
raob.275,HIP93747,16442.867,17440.04337,-4.017,t
raob.273,HIP69732,10090.323,17440.04371,0.661,t
raob.287,HIP102532,5633.792,17440.08364,-4.705,t
raoc.187,HIP48273,-2537.426,17441.83861,0.218,t
raoc.197,HIP91926,10106.290,17441.94801,-5.867,t
raoc.196,HIP63608,17275.854,17441.95097,-0.244,t
raoc.198,HIP80628,29532.462,17441.95428,-3.479,t
raoc.201,HIP72659,21844.919,17441.9746,-1.447,t
raoc.204,HIP76219,29467.089,17441.9897,-1.763,t
raoc.207,HIP54182,5512.274,17442.03681,3.746,t
raoc.208,HIP77760,13558.118,17442.03842,-0.904,t
raod.194,HIP12843,-21446.072,17443.61678,2.300,t
raod.195,HIP16852,-27931.784,17443.61939,1.467,t
raod.196,HIP114570,-13231.848,17443.61989,5.923,t
raod.193,HIP44901,-13019.548,17443.62177,-4.136,t
raod.197,HIP86614,-2380.125,17443.62445,11.465,t
raod.198,HIP23497,-29432.895,17443.62724,0.162,t
raod.199,HIP20648,-30046.610,17443.62735,0.813,t
raod.258,76151,-8245.596,17443.75521,-0.707,t
raod.259,76151,-8255.796,17443.75893,-0.617,t
raod.260,76151,-8266.891,17443.76296,-0.520,t
raod.261,76151,-8278.147,17443.76703,-0.422,t
raod.262,76151,-8289.815,17443.77124,-0.321,t
raod.266,HIP46509,-4702.293,17443.78667,-0.539,t
raod.299,HIP63608,16538.761,17443.91572,-0.964,t
raod.324,HIP88175,26024.726,17443.97329,-4.388,t
raod.333,HIP92946,20769.372,17443.99024,-4.883,t
raod.346,HIP106481,-4128.606,17444.01872,-6.829,t
raoe.183,HIP21594,-24352.825,17445.61891,0.539,t
raoe.184,HIP90139,18620.152,17445.9729,-4.657,t
raof.187,HIP9487,-23480.914,17446.61173,3.116,t
raof.188,HIP116584,-14307.752,17446.61334,5.553,t
raof.189,HIP4436,-20626.978,17446.61442,4.258,t
raof.190,HIP21594,-24338.335,17446.61859,0.599,t
raof.244,HIP90139,18785.567,17446.99202,-4.133,t
raog.191,HIP11783,-20229.353,17449.62177,3.048,t
raog.189,HIP26563,-25188.991,17449.6233,-0.134,t
raog.190,HIP33202,-24822.209,17449.62647,-1.367,t
raog.194,32297,-28990.591,17449.64434,0.996,t
raog.195,32297,-29024.936,17449.65968,1.366,t
raog.202,52265,-21432.226,17449.68143,-0.137,t
raog.203,52265,-21447.453,17449.68731,0.004,t
raog.204,52265,-21462.262,17449.69302,0.142,t
raog.205,52265,-21476.337,17449.69846,0.273,t
raog.206,52265,-21490.800,17449.70406,0.408,t
raog.210,HIP86201,-705.891,17449.71481,-9.881,t
raog.211,TYC1365-1688-1,-22393.594,17449.73063,0.432,t
raog.212,TYC1365-1688-1,-22445.395,17449.75114,0.925,t
raog.222,HIP45336,-10377.134,17449.78477,0.061,t
raog.228,84117,-1564.771,17449.8079,0.166,t
raog.229,84117,-1569.974,17449.80994,0.215,t
raog.230,84117,-1575.469,17449.81209,0.266,t
raog.231,84117,-1580.812,17449.81418,0.317,t
raog.232,84117,-1586.210,17449.8163,0.368,t
raog.236,HIP38296,-19267.578,17449.83323,2.649,t
raog.237,HIP38296,-19298.318,17449.84792,3.002,t
raog.261,HIP64924,20504.346,17449.95211,0.046,t
raog.278,HIP69713,5286.943,17449.98475,-0.099,t
raog.287,HIP71957,25358.937,17450.00324,-0.107,t
raog.311,HIP76952,19202.442,17450.04051,-0.178,t
raog.312,HIP78072,23310.517,17450.04106,-0.386,t
raog.316,HIP79119,15484.485,17450.04633,-0.461,t
raoo.211,TYC4803-1418-1,-25915.217,17463.74266,2.626,t
raoo.212,TYC4803-1418-1,-25941.940,17463.75706,2.972,t
raoo.213,TYC4803-1418-1,-25966.271,17463.7713,3.315,t
raoo.254,HIP79881,28383.686,17464.00143,-0.789,t
raop.188,TYC5916-0792-1,-23440.335,17465.64379,1.525,t
raop.189,TYC5916-0792-1,-23477.152,17465.6624,1.973,t
raop.190,HIP25127,-29512.058,17465.67948,2.581,t
raop.191,HIP25127,-29535.421,17465.69366,2.922,t
raop.192,HIP25127,-29557.381,17465.70824,3.273,t
raop.193,TYC4803-0625-1,-26193.876,17465.72806,2.364,t
raop.196,HIP37288,-24821.916,17465.75926,2.144,t
raop.197,HIP37288,-24853.310,17465.77387,2.495,t
raop.198,HIP37288,-24882.469,17465.7883,2.842,t
raoq.187,TYC6514-2145-1,-19011.749,17466.65156,0.988,t
raoq.188,TYC6514-2145-1,-19055.212,17466.67309,1.506,t
raoq.192,2M0659-0405,-25436.736,17466.70499,1.592,t
raoq.197,TYC5392-2173-1,-22758.652,17466.75662,2.881,t
raoq.198,TYC5392-2173-1,-22783.150,17466.77096,3.226,t
raoq.199,TYC5392-2173-1,-22804.747,17466.78481,3.560,t
raoq.213,89744,-15736.188,17466.83028,1.172,t
raoq.214,89744,-15739.409,17466.83187,1.210,t
raoq.215,89744,-15742.621,17466.83345,1.248,t
raot.227,90043,-12357.070,17471.77036,0.010,t
raot.228,90043,-12374.614,17471.77665,0.161,t
raot.229,90043,-12392.104,17471.78294,0.313,t
raot.230,90043,-12409.644,17471.78926,0.465,t
raot.231,90043,-12427.754,17471.79581,0.622,t
raot.266,KIC8462852T,9187.411,17471.94166,-5.409,t
raou.208,2M0659-0405,-26333.997,17473.73634,2.821,t
raou.212,90043,-13254.455,17473.76428,-0.003,t
raou.213,90043,-13271.052,17473.77025,0.141,t
raou.214,90043,-13288.594,17473.77657,0.293,t
raou.215,90043,-13305.166,17473.78255,0.437,t
raou.216,90043,-13320.882,17473.78824,0.574,t
raou.267,HIP73695,3243.739,17473.95465,-0.040,t
raou.278,HIP77655,10699.381,17473.99901,0.238,t
raou.288,HIP80179,23446.163,17474.03306,0.540,t
raou.292,HIP82020,3778.954,17474.04016,0.367,t
raov.194,HIP85829,5507.837,17476.03134,-0.484,t
raow.180,HIP69989,9209.366,17476.89224,-0.654,t
raow.182,HIP99031,13823.958,17476.89662,-6.166,t
raow.191,HIP77060,22663.347,17476.93962,-0.901,t
raow.192,HIP78459,11585.224,17476.94216,-1.097,t
raow.200,HIP84862,15775.669,17476.95714,-2.029,t
raow.218,HIP84862,15649.247,17477.02148,-0.480,t
raox.187,HIP32439,-16471.986,17478.63616,0.993,t
raox.193,HIP18975,-22914.536,17478.6521,4.159,t
raox.195,HIP21039,-25626.750,17478.65865,3.858,t
raox.194,HIP49081,-21078.923,17478.66241,-1.716,t
raox.200,HIP47080,-22928.818,17478.68092,-0.835,t
raox.201,HIP42080,-20770.366,17478.6817,0.255,t
raox.202,HIP38048,-23334.554,17478.68717,1.140,t
raox.212,HIP69989,8610.955,17478.76679,-3.543,t
raox.218,HIP78459,11323.243,17478.79632,-4.477,t
raox.219,HIP80008,9942.232,17478.79922,-4.708,t
raox.221,HIP84862,15706.228,17478.80506,-5.559,t
raox.225,HIP56802,-4744.180,17478.82496,0.521,t
raox.242,HIP69989,8359.894,17478.87601,-0.915,t
raox.245,HIP99031,14179.590,17478.87855,-6.471,t
raox.261,HIP77060,21912.596,17478.95934,-0.298,t
raox.266,HIP78459,11018.507,17478.97017,-0.294,t
raox.274,HIP97650,28220.560,17479.01804,-2.863,t
raox.279,HIP80008,9563.052,17479.03098,0.869,t
raox.280,HIP84862,15372.743,17479.03373,-0.057,t
raoy.191,82885,-23378.624,17480.63958,-1.695,t
raoy.192,82885,-23380.261,17480.64042,-1.675,t
raoy.193,82885,-23381.833,17480.64122,-1.656,t
raoy.194,82885,-23383.408,17480.64201,-1.636,t
raoy.195,82885,-23384.964,17480.6428,-1.617,t
raoy.201,HIP42080,-20879.533,17480.65615,-0.225,t
raoy.202,HIP49081,-21707.560,17480.66105,-1.614,t
raoy.206,HIP22044,-25484.727,17480.66433,3.894,t
raoy.207,HIP38048,-23614.883,17480.67253,0.923,t
raoy.210,HIP21039,-25095.732,17480.68328,4.586,t
raoy.211,HIP21036,-24909.066,17480.68604,4.654,t
raoy.213,2M0659-0405,-26747.690,17480.70839,2.623,t
raoy.217,90043,-16244.368,17480.73422,-0.258,t
raoy.218,90043,-16255.396,17480.73824,-0.161,t
raoy.219,90043,-16266.911,17480.74243,-0.061,t
raoy.220,90043,-16278.177,17480.74652,0.038,t
raoy.221,90043,-16289.346,17480.75059,0.136,t
raoy.226,HIP56802,-5576.750,17480.76783,-0.722,t
raoy.259,HIP69989,7464.967,17480.87303,-0.857,t
raoy.264,HIP91237,26202.083,17480.88338,-4.781,t
raoy.265,HIP99031,14527.322,17480.88414,-6.207,t
raoy.280,HIP77060,21257.840,17480.93152,-0.840,t
raoy.284,HIP73937,19011.613,17480.94321,0.062,t
raoy.285,HIP78459,10552.123,17480.94585,-0.749,t
raoy.300,HIP97650,28542.015,17480.98048,-3.640,t
raoy.303,HIP80008,9213.110,17480.9974,0.191,t
raoy.305,HIP84862,15169.432,17481.00217,-0.687,t
raoy.323,HIP105668,23978.054,17481.03285,-3.889,t
raoy.324,HIP113357,8556.972,17481.0348,-5.360,t
raoy.325,HIP32439,-16382.332,17481.04243,10.904,t
raoz.186,82885,-23887.922,17482.64099,-1.526,t
raoz.187,82885,-23889.507,17482.64179,-1.507,t
raoz.188,82885,-23891.072,17482.64257,-1.488,t
raoz.189,82885,-23892.593,17482.64334,-1.469,t
raoz.190,82885,-23894.117,17482.6441,-1.451,t
raoz.200,240648,-26860.722,17482.68653,4.188,t
raoz.201,240648,-26873.580,17482.70583,4.653,t
raoz.236,KIC8462852T,11011.842,17482.90174,-5.656,t
rapa.189,HIP15648,-19441.451,17483.64451,5.018,t
rapa.194,HIP23783,-24060.463,17483.66206,3.646,t
rapa.195,HIP25278,-27504.370,17483.66462,3.417,t
rapa.212,HIP75312,8092.732,17483.74478,-4.779,t
rapa.215,HIP78180,1765.427,17483.77006,-4.702,t
rapa.225,HIP89348,1429.315,17483.79318,-6.368,t
rapa.224,HIP53824,-15282.491,17483.79539,0.784,t
rapa.236,HIP81425,19054.016,17483.82238,-4.139,t
rapa.237,HIP93408,10655.093,17483.82429,-6.401,t
rapa.249,HIP75312,7904.362,17483.86377,-1.915,t
rapa.252,HIP78180,1656.448,17483.87937,-2.072,t
rapa.264,HIP89348,1397.698,17483.91282,-3.489,t
rapa.263,HIP53824,-15559.318,17483.91358,3.628,t
rapg.193,82885,-26503.833,17495.68652,0.451,t
rapg.194,82885,-26505.584,17495.68738,0.472,t
rapg.195,82885,-26507.311,17495.68824,0.492,t
rapg.196,82885,-26508.967,17495.68906,0.512,t
rapg.197,82885,-26510.715,17495.68993,0.533,t
rapg.203,HIP51933,-18438.440,17495.75962,1.135,t
rapg.212,HIP96258,9292.922,17495.80672,-6.579,t
rapg.214,HIP91973,14811.617,17495.81543,-5.572,t
rapg.227,HIP100859,10103.369,17495.85719,-6.223,t
rapg.228,KIC8462852T,12639.946,17495.87229,-5.522,t
rapg.233,HIP98767,19065.765,17495.89195,-5.009,t
raph.190,97658,-20734.995,17496.66454,-1.709,t
raph.191,97658,-20757.003,17496.6744,-1.472,t
raph.192,97658,-20778.514,17496.68383,-1.245,t
raph.193,97658,-20800.568,17496.69333,-1.016,t
raph.194,97658,-20823.872,17496.70323,-0.778,t
raph.195,97658,-20847.582,17496.71318,-0.538,t
raph.196,97658,-20870.729,17496.72282,-0.306,t
raph.201,HIP51933,-18798.994,17496.76076,1.230,t
raph.207,HIP96258,9342.484,17496.77828,-7.199,t
raph.209,HIP91973,14770.326,17496.78828,-6.161,t
raph.275,HIP1086,2766.409,17497.01517,6.055,t
rapl.193,HIP64577,-6738.311,17507.7633,-0.650,t
rapl.207,KIC8462852T,13598.256,17507.81639,-6.091,t
rapm.205,HIP79607,3709.988,17508.87581,-0.833,t
rapm.210,HIP86036,878.178,17508.93675,-0.636,t
rapn.180,HIP22287,-15296.340,17509.65626,5.567,t
rapn.186,HIP64577,-7613.140,17509.72719,-1.386,t
rapn.212,KIC8462852T,13707.281,17509.81218,-6.064,t
rapr.189,EPIC211945201,-29380.801,17520.67592,2.386,t
rapr.190,EPIC211945201,-29414.370,17520.69656,2.883,t
rapr.191,EPIC211945201,-29445.727,17520.71857,3.413,t
rapr.199,KIC8462852T,13979.839,17520.86284,-4.134,t
raps.199,HIP69751,-13067.625,17524.86995,2.025,t
raps.212,HIP79730,3439.996,17524.92143,1.238,t
rapt.184,97101,-26735.583,17525.71231,1.468,t
rapt.185,97101,-26764.261,17525.72734,1.830,t
rapt.186,97101,-26792.446,17525.74284,2.203,t
rapt.187,97101,-26815.808,17525.75642,2.530,t
rapt.188,97101,-26835.820,17525.76878,2.827,t
rapt.189,97101,-26853.532,17525.78046,3.109,t
rapt.196,HIP75077,-500.604,17525.85512,0.631,t
rapt.199,HIP82397,9307.908,17525.87772,-0.314,t
rapt.200,HIP79288,4777.183,17525.89511,0.754,t
rapt.201,HIP79288,4719.629,17525.91793,1.303,t
rapt.202,HIP82534,9388.912,17525.93728,1.086,t
rapt.203,HIP82534,9343.608,17525.95589,1.534,t
rapt.214,EPIC213920015,23799.762,17525.98578,-0.365,t
rapt.215,EPIC213920015,23791.273,17525.9894,-0.278,t
rapt.216,EPIC213920015,23783.752,17525.99259,-0.201,t
rapt.220,TYC466-1374-1,20652.547,17526.01162,0.759,t
rapw.185,HIP86623,8784.765,17531.887,-0.527,t
rapw.190,HIP88745,8891.664,17531.89807,-0.649,t
rapw.195,HIP5336,7740.526,17531.90544,7.324,t
rapx.189,HIP102843,15790.097,17533.78834,-5.801,t
rapx.192,GJ820A,18394.127,17533.79423,-5.940,t
rapx.190,HIP72603,-9414.824,17533.79635,0.245,t
rapx.191,HIP77660,-3550.357,17533.79771,-0.732,t
rapx.193,HIP70400,-14789.007,17533.80165,0.836,t
rapx.194,HIP69592,-16212.862,17533.80348,1.062,t
rapx.195,HIP77660,-3579.020,17533.80806,-0.483,t
rapx.200,HIP114622,11124.534,17533.81436,-7.502,t
rapx.202,HIP102531,24291.550,17533.83854,-4.569,t
rapx.203,KIC8459354,13473.622,17533.84996,-3.528,t
rapx.204,KIC8459354,13449.736,17533.87099,-3.022,t
rapx.205,KIC8459354,13422.149,17533.89231,-2.509,t
rapx.206,KIC8459354,13391.455,17533.91376,-1.993,t
rapx.207,KIC8459354,13358.200,17533.9353,-1.474,t
rapx.208,KIC8459354,13324.122,17533.95623,-0.971,t
rapx.209,KIC8459354,13285.072,17533.97939,-0.413,t
rapx.210,KIC8459354,13249.131,17534.00037,0.092,t
rapy.179,141569,-5265.445,17536.86763,1.170,t
rapy.183,HIP79410,-1093.156,17536.88711,1.258,t
rapy.200,HIP112935,28035.424,17536.92536,-4.322,t
rapy.201,HIP92549,6210.561,17536.9305,-0.232,t
rapy.202,HIP93017,11764.784,17536.93534,-0.243,t
rapy.204,HIP108036,29100.734,17536.94372,-2.949,t
rapy.205,HIP94083,-252.982,17536.94419,-0.147,t
rapy.206,HIP93917,12721.706,17536.95081,-0.041,t
rapy.208,HIP13665,1845.098,17536.9511,7.684,t
rapy.207,HIP93843,13533.955,17536.95318,0.022,t
rapy.214,HIP97295,15418.926,17536.97321,-0.137,t
rapy.216,HIP97675,20795.475,17536.98134,-0.048,t
rapy.217,HIP110778,29321.693,17536.98238,-2.558,t
rapy.221,HIP115142,29026.394,17536.98942,-3.229,t
rapz.193,110833,-18807.905,17537.70965,0.657,t
rapz.194,110833,-18812.854,17537.71307,0.739,t
rapz.195,110833,-18817.832,17537.71653,0.823,t
rapz.196,110833,-18822.804,17537.72001,0.906,t
rapz.197,110833,-18827.685,17537.72343,0.989,t
rapz.198,115383,-22715.857,17537.72957,0.520,t
rapz.199,115383,-22718.231,17537.7305,0.542,t
rapz.200,115383,-22720.782,17537.7315,0.566,t
rapz.201,115383,-22723.330,17537.73249,0.590,t
rapz.202,115383,-22725.906,17537.7335,0.615,t
rapz.210,HIP75761,-8645.388,17537.7935,-0.185,t
rapz.215,HIP80480,-4644.594,17537.84178,0.177,t
rapz.217,HIP114924,13792.215,17537.84867,-6.474,t
rapz.216,HIP79672,-2090.012,17537.85289,0.450,t
rapz.220,HIP107975,23135.510,17537.86147,-4.813,t
rapz.257,KIC8462852T,13288.511,17537.97955,-0.226,t
raqa.194,SN2016COJ,-15181.123,17539.71936,1.655,t
raqa.195,SN2016COJ,-15198.041,17539.74126,2.182,t
raqa.196,SN2016COJ,-15212.461,17539.76179,2.676,t
raqa.197,HIP14862,-871.668,17539.77359,11.955,t
raqa.198,HIP72848,-14149.228,17539.78516,0.364,t
raqa.199,HIP73996,-12564.365,17539.78695,0.182,t
raqa.207,HIP79137,-4828.193,17539.80622,-0.421,t
raqa.209,HIP79822,-4789.294,17539.81785,-0.138,t
raqa.213,HIP518,10968.311,17539.83087,7.584,t
raqa.211,HIP79599,-2068.522,17539.83291,0.116,t
raqa.216,HIP83608,-1763.233,17539.84706,-0.283,t
raqa.215,HIP83613,1720.666,17539.84872,-0.326,t
raqa.218,HIP114430,18411.656,17539.85148,-6.179,t
raqa.219,HIP4151,8486.737,17539.85302,7.821,t
raqa.217,HIP83601,2609.950,17539.85395,-0.213,t
raqa.220,HIP107350,26467.351,17539.85982,-4.610,t
raqa.221,HIP85819,103.726,17539.86345,-0.333,t
raqa.222,HIP80059,-1445.984,17539.88028,1.156,t
raqa.223,HIP80059,-1499.398,17539.90144,1.665,t
raqa.231,HIP114189,25853.569,17539.92514,-4.371,t
raqa.236,HIP104019,26331.059,17539.94441,-1.958,t
raqa.248,HIP6813,12861.812,17539.96656,5.646,t
raqa.252,HIP96895,9753.762,17539.97835,0.285,t
raqb.173,SN2016COJ,-14993.784,17541.71441,1.670,t
raqb.174,SN2016COJ,-15009.570,17541.73508,2.167,t
raqb.175,SN2016COJ,-15023.623,17541.75526,2.653,t
raqb.188,HIP75277,-11776.940,17541.85282,1.629,t
raqb.189,HIP78709,-7127.229,17541.85977,1.114,t
raqb.190,HIP115331,18437.815,17541.86575,-5.888,t
raqb.191,HIP85295,4116.581,17541.88523,0.332,t
raqb.202,HIP88348,6238.758,17541.91243,0.414,t
raqb.216,HIP94346,5833.139,17541.93727,-0.073,t
raqb.226,HIP113718,29579.946,17541.9593,-3.353,t
raqb.230,HIP99316,20101.425,17541.98011,-0.050,t
raqb.232,HIP101027,23618.403,17541.99373,-0.067,t
raqb.236,HIP99452,20269.357,17542.00388,0.496,t
raqc.193,SN2016COJ,-14790.744,17543.7126,1.760,t
raqc.194,SN2016COJ,-14806.738,17543.73416,2.279,t
raqc.195,SN2016COJ,-14820.274,17543.75437,2.765,t
raqc.196,HR5903,0.000,17543.76957,0.000,t
raqc.197,HIP70016,-18407.893,17543.78349,1.137,t
raqc.202,HIP75829,-5144.439,17543.84475,1.588,t
raqc.203,HIP85653,246.063,17543.86076,-0.121,t
raqc.204,HIP86722,3967.217,17543.87731,0.010,t
raqc.205,HIP84183,-2205.999,17543.8839,0.767,t
raqc.211,HIP85007,1173.288,17543.91545,1.278,t
raqc.212,HIP85007,1160.427,17543.92098,1.411,t
raqc.213,HIP85007,1147.924,17543.92642,1.542,t
raqc.214,HIP85007,1136.097,17543.93163,1.667,t
raqc.215,HIP85007,1124.628,17543.93675,1.790,t
raqc.216,HIP85007,1114.079,17543.94151,1.905,t
raqc.217,HIP85007,1105.305,17543.94553,2.002,t
raqd.203,KC21C03846,-12030.996,17545.69093,-0.965,t
raqd.207,SN2016COJ,-14574.474,17545.71745,2.011,t
raqd.208,SN2016COJ,-14589.508,17545.73897,2.529,t
raqd.209,SN2016COJ,-14602.591,17545.76014,3.038,t
raqd.210,HR5903,0.000,17545.7737,0.000,t
raqd.211,HIP71395,-18125.837,17545.78652,1.080,t
raqd.218,HIP85007,610.628,17545.86565,0.211,t
raqd.219,HIP85007,585.701,17545.87585,0.456,t
raqd.220,HIP85007,560.739,17545.88613,0.704,t
raqd.221,HIP85007,536.336,17545.89628,0.948,t
raqd.222,HIP85007,511.829,17545.90661,1.197,t
raqd.223,HIP85007,488.132,17545.91679,1.441,t
raqd.224,HIP85007,464.886,17545.92698,1.687,t
raqd.241,HIP96085,17507.321,17545.96719,0.477,t
raqd.243,KIC8462852T,12609.328,17546.00424,0.885,t
raqf.195,KS26C002384,-12345.078,17549.78463,0.251,t
raqf.221,HIP3206,19900.195,17549.90312,5.764,t
raqf.237,HIP98698,18832.797,17549.95069,-0.151,t
raqf.241,HIP98677,17647.460,17549.9675,0.272,t
raqf.245,HIP5310,24012.985,17549.97299,4.530,t
raqf.247,HIP3765,27166.687,17549.98784,3.867,t
