186,racf.239,HD75732,HIP43587
187,racf.240,HD75732,HIP43587
188,racf.241,HD75732,HIP43587
189,racf.242,HD75732,HIP43587
190,racf.243,HD75732,HIP43587
191,racf.244,HD75732,HIP43587
192,racf.245,HD75732,HIP43587
193,racg.156,HD12051,HIP9269
194,racg.157,HD12051,HIP9269
195,racg.158,HD12051,HIP9269
196,racg.198,HD38529,HIP27253
197,racg.199,HD38529,HIP27253
198,racg.200,HD38529,HIP27253
199,racg.201,HD38529,HIP27253
200,racg.202,HD38529,HIP27253
201,racg.203,HD38529,HIP27253
202,racg.204,HD38529,HIP27253
203,rack.154,GL87,HIP10279
204,rack.155,GL87,HIP10279
205,rack.156,GL87,HIP10279
206,rack.182,HD51419,HIP33537
207,rack.183,HD51419,HIP33537
208,rack.184,HD51419,HIP33537
209,rack.185,HD51419,HIP33537
210,rack.186,HD51419,HIP33537
211,racl.166,HD219134,HIP114622
212,racl.167,HD219134,HIP114622
213,racl.168,HD219134,HIP114622
214,racl.169,HD219134,HIP114622
215,racl.170,HD219134,HIP114622
216,racl.171,HD219134,HIP114622
217,racl.172,HD219134,HIP114622
218,racl.212,HD51419,HIP33537
219,racl.213,HD51419,HIP33537
220,racl.214,HD51419,HIP33537
221,racl.215,HD51419,HIP33537
222,racl.216,HD51419,HIP33537
223,racl.217,HD51419,HIP33537
224,racl.218,HD51419,HIP33537
225,racm.231,HD127334,HIP70873
226,racm.232,HD127334,HIP70873
227,racm.233,HD127334,HIP70873
228,racm.234,HD127334,HIP70873
229,racm.235,HD127334,HIP70873
230,racm.236,HD127334,HIP70873
231,racm.237,HD127334,HIP70873
232,racm.244,HD84035,HIP47690
233,racm.245,HD84035,HIP47690
234,racm.246,HD84035,HIP47690
235,racn.156,HD69830,HIP40693
236,racn.157,HD69830,HIP40693
237,racn.158,HD69830,HIP40693
238,racn.159,HD69830,HIP40693
239,racn.160,HD69830,HIP40693
240,racn.161,HD69830,HIP40693
241,racn.162,HD69830,HIP40693
242,raco.155,HD221354,HIP116085
243,raco.156,HD221354,HIP116085
244,raco.157,HD221354,HIP116085
245,raco.158,HD221354,HIP116085
246,raco.159,HD221354,HIP116085
247,raco.160,HD221354,HIP116085
248,raco.161,HD221354,HIP116085
256,racq.155,HD1461,HIP1499
257,racq.156,HD1461,HIP1499
258,racq.157,HD1461,HIP1499
259,racq.158,HD1461,HIP1499
260,racq.159,HD1461,HIP1499
270,racw.155,HD22049,HIP16537
271,racw.156,HD22049,HIP16537
272,racw.157,HD22049,HIP16537
273,racw.158,HD22049,HIP16537
274,racw.159,HD22049,HIP16537
278,racw.206,HD97101,HIP54646
279,racw.207,HD97101,HIP54646
280,racw.208,HD97101,HIP54646
281,racw.209,HD97101,HIP54646
282,racw.210,HD97101,HIP54646
283,racx.196,HD42176,HIP29301
284,racx.197,HD42176,HIP29301
285,racx.198,HD42176,HIP29301
286,racx.199,HD42176,HIP29301
287,racx.200,HD42176,HIP29301
291,racy.191,HD42176,HIP29301
292,racy.192,HD42176,HIP29301
293,racy.193,HD42176,HIP29301
294,racy.194,HD42176,HIP29301
295,racy.195,HD42176,HIP29301
296,racy.256,HD127334,HIP70873
297,racy.257,HD127334,HIP70873
298,racy.258,HD127334,HIP70873
299,racy.259,HD127334,HIP70873
300,racy.260,HD127334,HIP70873
301,racz.188,HD37124,HIP26381
302,racz.189,HD37124,HIP26381
303,racz.190,HD37124,HIP26381
304,racz.191,HD37124,HIP26381
305,racz.192,HD37124,HIP26381
306,racz.193,HD37124,HIP26381
307,racz.194,HD37124,HIP26381
308,racz.239,HD95128,HIP53721
309,racz.240,HD95128,HIP53721
310,racz.241,HD95128,HIP53721
311,racz.242,HD95128,HIP53721
312,racz.243,HD95128,HIP53721
316,racz.274,HD185144,HIP96100
317,racz.275,HD185144,HIP96100
318,racz.276,HD185144,HIP96100
319,racz.277,HD185144,HIP96100
320,racz.278,HD185144,HIP96100
321,racz.293,HD141004,HIP77257
322,racz.294,HD141004,HIP77257
323,rade.192,HD92179,HIP52496
324,rade.214,HD96712,HIP54434
325,rade.215,HD96712,HIP54434
326,rade.216,HD96712,HIP54434
327,radf.183,HD23439,HIP17666
328,radf.184,HD23439,HIP17666
329,radf.185,HD23439,HIP17666
330,radf.186,HD23439,HIP17666
331,radf.187,HD23439,HIP17666
332,radf.225,HD122120,HIP68337
333,radf.226,HD122120,HIP68337
334,radf.227,HD122120,HIP68337
335,radf.228,HD122120,HIP68337
336,radf.229,HD122120,HIP68337
337,radf.236,HD142091,HIP77655
338,radf.237,HD142091,HIP77655
339,radf.238,HD142091,HIP77655
340,radf.239,HD142091,HIP77655
341,radf.240,HD142091,HIP77655
342,radg.230,HD141004,HIP77257
343,radg.231,HD141004,HIP77257
344,radg.232,HD141004,HIP77257
345,radg.233,HD141004,HIP77257
346,radg.234,HD141004,HIP77257
347,radk.204,HD186427,HIP96901
348,radk.205,HD186427,HIP96901
349,radk.206,HD186427,HIP96901
350,radk.207,HD186427,HIP96901
351,radk.208,HD186427,HIP96901
352,radk.215,HD186408,HIP96895
353,radk.216,HD186408,HIP96895
354,radk.217,HD186408,HIP96895
355,radk.218,HD186408,HIP96895
356,radk.219,HD186408,HIP96895
357,radl.198,HD95364,HIP53851
358,radl.199,HD95364,HIP53851
359,radl.200,HD95364,HIP53851
360,radl.231,HD201091,HIP104214
361,radl.232,HD201091,HIP104214
362,radl.233,HD201091,HIP104214
363,radl.234,HD201091,HIP104214
364,radl.235,HD201091,HIP104214
365,radm.109,HD74156,HIP42723
366,radm.110,HD74156,HIP42723
367,radm.111,HD74156,HIP42723
368,radm.112,HD74156,HIP42723
369,radm.113,HD74156,HIP42723
370,radm.114,HD74156,HIP42723
371,radm.115,HD74156,HIP42723
372,radm.135,HD190360,HIP98767
373,radm.136,HD190360,HIP98767
374,radm.137,HD190360,HIP98767
375,radm.138,HD190360,HIP98767
376,radm.139,HD190360,HIP98767
377,radm.140,HD126053,HIP70319
378,radm.141,HD126053,HIP70319
379,radm.142,HD126053,HIP70319
380,radm.143,HD126053,HIP70319
381,radm.144,HD126053,HIP70319
382,radn.210,HD109358,HIP61317
383,radn.211,HD109358,HIP61317
384,radn.212,HD109358,HIP61317
385,radn.213,HD109358,HIP61317
386,radn.214,HD109358,HIP61317
387,radp.202,HD110315,HIP61901
388,radp.203,HD110315,HIP61901
389,radp.204,HD110315,HIP61901
390,radp.221,HD143761,HIP78459
391,radp.222,HD143761,HIP78459
392,radp.223,HD143761,HIP78459
393,radp.224,HD143761,HIP78459
394,radp.225,HD143761,HIP78459
395,radr.196,HD132142,HIP73005
396,radr.197,HD132142,HIP73005
397,radr.198,HD132142,HIP73005
398,radr.199,HD132142,HIP73005
399,radr.200,HD132142,HIP73005
400,radr.201,HD132142,HIP73005
401,rads.229,HD86728,HIP49081
402,rads.230,HD86728,HIP49081
403,rads.231,HD86728,HIP49081
404,rads.232,HD86728,HIP49081
405,rads.233,HD86728,HIP49081
406,rads.249,HD109358,HIP61317
407,rads.250,HD109358,HIP61317
408,rads.251,HD109358,HIP61317
409,rads.252,HD109358,HIP61317
410,rads.253,HD109358,HIP61317
411,radv.193,HD100180,HIP56242
412,radv.194,HD100180,HIP56242
413,radv.195,HD100180,HIP56242
414,radv.196,HD100180,HIP56242
415,radv.197,HD100180,HIP56242
416,radv.214,HD189733,HIP98505
417,radv.239,HD185144,HIP96100
418,radw.197,HD117176,HIP65721
419,radw.198,HD117176,HIP65721
420,radw.199,HD117176,HIP65721
421,radw.200,HD117176,HIP65721
422,radw.201,HD117176,HIP65721
423,radw.207,HD185144,HIP96100
424,radw.212,HD189733,HIP98505
425,rady.194,HD110897,HIP62207
426,rady.195,HD110897,HIP62207
427,rady.196,HD110897,HIP62207
428,rady.197,HD110897,HIP62207
429,rady.198,HD110897,HIP62207
430,rady.217,HD189733,HIP98505
431,radz.189,HD182989,HIP95497
432,radz.190,HD182989,HIP95497
433,radz.191,HD182989,HIP95497
434,radz.192,HD182989,HIP95497
435,radz.193,HD182989,HIP95497
436,radz.194,HD182989,HIP95497
437,radz.195,HD182989,HIP95497
438,radz.196,HD182989,HIP95497
439,radz.197,HD182989,HIP95497
440,radz.198,HD182989,HIP95497
441,radz.199,HD182989,HIP95497
442,raea.195,HD115617,HIP64924
443,raea.196,HD115617,HIP64924
444,raea.197,HD115617,HIP64924
445,raea.198,HD115617,HIP64924
446,raea.199,HD115617,HIP64924
447,raeb.242,HD185144,HIP96100
448,raed.226,HD185144,HIP96100
449,raee.209,HD185144,HIP96100
450,raef.215,HD185144,HIP96100
451,raeg.183,HD84737,HIP48113
452,raeg.184,HD84737,HIP48113
453,raeg.185,HD84737,HIP48113
454,raeg.186,HD84737,HIP48113
455,raeg.187,HD84737,HIP48113
456,raeg.218,HD156668,HIP84607
457,raeg.219,HD156668,HIP84607
458,raeg.220,HD156668,HIP84607
459,raeh.185,HD122064,HIP68184
460,raeh.186,HD122064,HIP68184
461,raeh.187,HD122064,HIP68184
462,raeh.188,HD122064,HIP68184
463,raeh.189,HD122064,HIP68184
464,raeh.209,HD161797,HIP86974
465,raeh.210,HD161797,HIP86974
466,raeh.211,HD161797,HIP86974
467,raeh.212,HD161797,HIP86974
468,raeh.213,HD161797,HIP86974
469,raei.202,HD157214,HIP84862
470,raei.203,HD157214,HIP84862
471,raei.204,HD157214,HIP84862
472,raei.205,HD157214,HIP84862
473,raei.206,HD157214,HIP84862
474,raei.214,HD185144,HIP96100
480,raek.213,HD168009,HIP89474
481,raek.214,HD168009,HIP89474
482,raek.215,HD168009,HIP89474
483,raek.216,HD168009,HIP89474
484,raek.217,HD168009,HIP89474
485,rael.217,HR7400,HIP95793
486,rael.218,HR7400,HIP95793
487,rael.219,HR7400,HIP95793
488,rael.220,HR7400,HIP95793
489,rael.221,HR7400,HIP95793
490,rael.227,HD185144,HIP96100
491,raem.181,HD239124,HIP96112
492,raem.182,HD239124,HIP96112
493,raem.183,HD239124,HIP96112
494,raem.184,HD239124,HIP96112
495,raem.185,HD239124,HIP96112
496,raem.186,HD239124,HIP96112
497,raen.201,HD168009,HIP89474
498,raen.202,HD168009,HIP89474
499,raen.203,HD168009,HIP89474
500,raen.204,HD168009,HIP89474
501,raen.205,HD168009,HIP89474
502,raen.206,HR7400,HIP95793
503,raeq.184,HD127334,HIP70873
504,raeq.185,HD127334,HIP70873
505,raeq.192,HD185144,HIP96100
506,raeq.193,HD185144,HIP96100
507,raeq.194,HD185144,HIP96100
508,raeq.195,HD185144,HIP96100
509,raeq.196,HD185144,HIP96100
510,raeq.218,HD185144,HIP96100
511,raeq.219,HD185144,HIP96100
512,raeq.220,HD185144,HIP96100
513,raeq.221,HD185144,HIP96100
514,raeq.222,HD185144,HIP96100
515,raer.213,HR7400,HIP95793
516,raes.199,HD158633,HIP85235
517,raes.200,HD158633,HIP85235
518,raes.201,HD158633,HIP85235
519,raes.202,HD158633,HIP85235
520,raes.203,HD158633,HIP85235
521,raes.208,HR7400,HIP95793
522,raet.215,HD183263,HIP95740
523,raet.216,HD183263,HIP95740
524,raet.217,HD183263,HIP95740
525,raet.218,HD183263,HIP95740
526,raet.219,HD183263,HIP95740
527,raex.200,HD144579,HIP78775
528,raex.201,HD144579,HIP78775
529,raex.202,HD144579,HIP78775
530,raex.203,HD144579,HIP78775
531,raex.204,HD144579,HIP78775
532,rafc.192,HD146700,HIP79836
533,rafc.193,HD146700,HIP79836
534,rafc.194,HD146700,HIP79836
535,rafc.221,HD187123,HIP97336
536,rafc.222,HD187123,HIP97336
537,rafc.223,HD187123,HIP97336
538,rafc.224,HD187123,HIP97336
539,rafd.218,HD190406,HIP98819
540,rafd.219,HD190406,HIP98819
541,rafd.220,HD190406,HIP98819
542,rafd.221,HD190406,HIP98819
543,rafd.222,HD190406,HIP98819
549,rafh.214,HD199305,HIP103096
550,rafh.215,HD199305,HIP103096
551,rafh.216,HD199305,HIP103096
552,rafh.217,HD199305,HIP103096
555,rafs.193,HD166620,HIP88972
556,rafs.194,HD166620,HIP88972
557,rafs.195,HD166620,HIP88972
558,rafs.196,HD166620,HIP88972
559,rafs.197,HD166620,HIP88972
560,rafs.229,GL908,HIP117473
561,rafs.230,GL908,HIP117473
562,rafs.231,GL908,HIP117473
563,raft.234,HD217107,HIP113421
564,raft.235,HD217107,HIP113421
565,raft.236,HD217107,HIP113421
566,raft.237,HD217107,HIP113421
567,raft.238,HD217107,HIP113421
568,rafv.199,HD215152,HIP112190
569,rafv.200,HD215152,HIP112190
570,rafv.201,HD215152,HIP112190
571,rafw.213,HD215152,HIP112190
572,rafw.214,HD215152,HIP112190
573,rafw.215,HD215152,HIP112190
574,rafw.228,HD10476,HIP7981
575,rafw.229,HD10476,HIP7981
576,rafw.230,HD10476,HIP7981
577,rafw.231,HD10476,HIP7981
578,rafw.232,HD10476,HIP7981
579,rafy.215,HD207978,HIP107975
580,rafy.216,HD207978,HIP107975
581,rafy.217,HD207978,HIP107975
582,rafy.218,HD207978,HIP107975
583,rafy.219,HD207978,HIP107975
585,rafz.210,HD197964,HIP102532
586,rafz.211,HD197964,HIP102532
587,rafz.212,HD197964,HIP102532
588,rafz.213,HD197964,HIP102532
589,rafz.214,HD197964,HIP102532
594,ragd.205,HD195689,HIP101252
595,ragd.239,HD195689,HIP101252
596,rage.183,HD178428,HIP93966
597,rage.184,HD178428,HIP93966
598,rage.185,HD178428,HIP93966
599,rage.186,HD178428,HIP93966
600,rage.187,HD178428,HIP93966
602,rage.192,HD195689,HIP101252
603,rage.215,HD4813,HIP3909
604,rage.216,HD4813,HIP3909
605,rage.217,HD4813,HIP3909
606,rage.218,HD4813,HIP3909
607,rage.219,HD4813,HIP3909
608,ragf.183,HD195689,HIP101252
610,ragf.195,HD195689,HIP101252
612,ragf.206,HD201092,HIP104217
613,ragf.207,HD201092,HIP104217
614,ragf.208,HD201092,HIP104217
615,ragf.209,HD201092,HIP104217
616,ragf.210,HD201092,HIP104217
617,ragf.214,HD195689,HIP101252
623,ragg.201,HD195689,HIP101252
624,ragg.208,HD182572,HIP95447
625,ragg.209,HD182572,HIP95447
626,ragg.210,HD182572,HIP95447
627,ragg.211,HD182572,HIP95447
628,ragg.212,HD182572,HIP95447
629,ragg.217,HD195689,HIP101252
631,ragg.226,HD195689,HIP101252
632,ragh.192,HD195689,HIP101252
633,ragh.199,HD199960,HIP103682
634,ragh.200,HD199960,HIP103682
635,ragh.201,HD199960,HIP103682
636,ragh.202,HD199960,HIP103682
637,ragh.203,HD199960,HIP103682
638,ragj.194,HD195689,HIP101252
639,ragj.219,HD11964A,HIP9094
640,ragj.220,HD11964A,HIP9094
641,ragk.191,HD195689,HIP101252
642,ragk.219,HD11964A,HIP9094
643,ragk.220,HD11964A,HIP9094
644,ragk.221,HD11964A,HIP9094
645,ragk.222,HD11964A,HIP9094
646,ragk.223,HD11964A,HIP9094
647,ragl.187,HD176051,HIP93017
648,ragl.188,HD176051,HIP93017
649,ragl.189,HD176051,HIP93017
650,ragl.190,HD176051,HIP93017
651,ragl.191,HD176051,HIP93017
652,ragl.196,HD187691,HIP97675
653,ragl.197,HD187691,HIP97675
654,ragl.198,HD187691,HIP97675
655,ragl.199,HD187691,HIP97675
656,ragl.200,HD187691,HIP97675
657,rago.186,HD222404,HIP116727
658,rago.187,HD222404,HIP116727
659,rago.188,HD222404,HIP116727
660,rago.189,HD222404,HIP116727
661,rago.190,HD222404,HIP116727
668,ragu.203,HD123,HIP518
669,ragu.204,HD123,HIP518
670,ragu.205,HD123,HIP518
671,ragu.206,HD123,HIP518
672,ragu.207,HD123,HIP518
673,ragv.104,HR7001,HIP91262
674,ragv.139,HR664,HIP10670
675,ragv.152,HR1998,HIP27288
676,ragx.186,HD195564,HIP101345
677,ragx.187,HD195564,HIP101345
678,ragx.188,HD195564,HIP101345
679,ragx.189,HD195564,HIP101345
680,ragx.190,HD195564,HIP101345
681,ragx.196,HR7001,HIP91262
682,ragx.210,HR664,HIP10670
683,ragx.228,HR1998,HIP27288
684,ragz.175,HR932,HIP14862
685,ragz.195,HR838,HIP13209
686,ragz.198,HR1044,HIP16244
687,ragz.201,HR1261,HIP19167
688,ragz.202,HR9098,HIP301
689,ragz.203,HR1178,HIP17847
690,ragz.216,HR179,HIP3300
691,ragz.224,HR932,HIP14862
692,ragz.237,HR838,HIP13209
693,ragz.238,HR664,HIP10670
694,ragz.239,HR1544,HIP22509
695,ragz.240,HR1178,HIP17847
696,ragz.241,HR1621,HIP23362
697,ragz.242,HR1044,HIP16244
698,ragz.243,HR708,HIP11345
699,ragz.244,HR1261,HIP19167
700,ragz.245,HR1998,HIP27288
701,ragz.251,HR664,HIP10670
702,ragz.255,HR1544,HIP22509
703,ragz.259,HR1621,HIP23362
704,ragz.260,HR838,HIP13209
705,ragz.261,HR1679,HIP23972
706,raha.142,HR179,HIP3300
707,raha.147,HR664,HIP10670
708,raha.148,HR708,HIP11345
709,raha.150,HR664,HIP10670
710,raha.151,HR708,HIP11345
711,raha.159,HR1044,HIP16244
712,raha.167,HR1178,HIP17847
713,raha.170,HR1261,HIP19167
714,raha.175,HD26965,HIP19849
715,raha.176,HD26965,HIP19849
716,raha.177,HD26965,HIP19849
717,raha.178,HD26965,HIP19849
718,raha.179,HD26965,HIP19849
719,raha.186,HR1679,HIP23972
720,raha.189,HR1998,HIP27288
727,raha.199,EPIC202126852,HIP32209
728,raha.200,EPIC202126852,HIP32209
729,raha.201,EPIC202126852,HIP32209
733,rahb.139,HR708,HIP11345
734,rahb.144,HR664,HIP10670
735,rahb.147,HR1044,HIP16244
736,rahb.154,HR1178,HIP17847
737,rahb.158,HR1261,HIP19167
738,rahb.160,HR1679,HIP23972
739,rahb.167,HR1998,HIP27288
740,rahf.180,HR708,HIP11345
741,rahf.182,HR179,HIP3300
742,rahg.187,HD6582,HIP5336
743,rahg.188,HD6582,HIP5336
744,rahg.189,HD6582,HIP5336
745,rahg.190,HD6582,HIP5336
746,rahg.191,HD6582,HIP5336
750,rahh.242,HD4732,HIP3834
751,rahh.243,HD4732,HIP3834
752,rahh.244,HD4732,HIP3834
753,rahh.245,HD4732,HIP3834
754,rahh.246,HD4732,HIP3834
758,rahj.204,GJ251,HIP33226
759,rahj.205,GJ251,HIP33226
760,rahj.206,EPIC202126852,HIP32209
761,rahj.207,EPIC202126852,HIP32209
762,rahj.208,EPIC202126852,HIP32209
770,rahp.211,HD37394,HIP26779
771,rahp.212,HD37394,HIP26779
772,rahp.213,HD37394,HIP26779
773,rahp.214,HD37394,HIP26779
774,rahp.215,HD37394,HIP26779
781,rahr.108,HD4614,HIP3821
782,rahr.109,HD4614,HIP3821
783,rahr.110,HD4614,HIP3821
784,rahr.111,HD4614,HIP3821
785,rahr.112,HD4614,HIP3821
786,rahr.124,HD23356,HIP17420
787,rahr.125,HD23356,HIP17420
812,rahu.187,HD34411,HIP24813
813,rahv.191,HD34411,HIP24813
814,rahv.192,HD34411,HIP24813
815,rahv.193,HD34411,HIP24813
816,rahv.194,HD34411,HIP24813
817,rahv.195,HD34411,HIP24813
818,rahv.209,HD23356,HIP17420
821,rahy.205,HD23356,HIP17420
822,rahy.206,HD23356,HIP17420
823,rahy.207,HD23356,HIP17420
824,rahy.208,HD23356,HIP17420
825,rahy.209,HD23356,HIP17420
826,rahy.231,HD95735,HIP54035
827,rahy.232,HD95735,HIP54035
828,rahy.233,HD95735,HIP54035
829,rahy.234,HD95735,HIP54035
830,rahy.235,HD95735,HIP54035
831,rahy.236,HD95735,HIP54035
832,rahy.237,HD95735,HIP54035
833,raia.220,HD93396,HIP52733
834,raib.192,HD67228,HIP39780
835,raib.198,HD67228,HIP39780
836,raib.199,HD67228,HIP39780
837,raib.200,HD67228,HIP39780
838,raib.201,HD67228,HIP39780
839,raib.202,HD67228,HIP39780
840,raic.196,HD32147,HIP23311
841,raic.197,HD32147,HIP23311
842,raic.198,HD32147,HIP23311
843,raic.199,HD32147,HIP23311
844,raic.200,HD32147,HIP23311
845,raid.191,HD52711,HIP34017
846,raid.192,HD52711,HIP34017
867,raim.183,EPIC201270464,HIP55390
868,raim.199,HD101501,HIP56997
869,raim.200,HD101501,HIP56997
870,raim.201,HD101501,HIP56997
871,raim.202,HD101501,HIP56997
872,raim.203,HD101501,HIP56997
875,rain.241,HD131156,HIP72659
876,rain.242,HD131156,HIP72659
877,rain.243,HD131156,HIP72659
878,rain.244,HD131156,HIP72659
879,rain.245,HD131156,HIP72659
884,raiq.197,HD89269,HIP50505
885,raiq.198,HD89269,HIP50505
886,raiq.199,HD89269,HIP50505
887,raiq.200,HD89269,HIP50505
888,raiq.201,HD89269,HIP50505
896,rair.223,HR5849,HIP76952
900,rair.246,HR6779,HIP88794
902,rait.180,HD55575,HIP35136
903,rait.181,HD55575,HIP35136
904,rait.182,HD55575,HIP35136
905,rait.183,HD55575,HIP35136
906,rait.184,HD55575,HIP35136
907,rait.188,HD65583,HIP39157
908,rait.189,HD65583,HIP39157
909,rait.190,HD65583,HIP39157
910,rait.191,HD65583,HIP39157
911,rait.192,HD65583,HIP39157
923,raix.213,HD111395,HIP62523
924,raix.214,HD111395,HIP62523
925,raix.215,HD111395,HIP62523
926,raix.216,HD111395,HIP62523
927,raix.217,HD111395,HIP62523
928,raiy.254,HR6149,HIP80883
932,raiz.195,HD67767,HIP40023
933,raiz.196,HD67767,HIP40023
934,raiz.197,HD67767,HIP40023
935,raiz.198,HD67767,HIP40023
936,raiz.199,HD67767,HIP40023
937,raiz.203,HD65583,HIP39157
938,raiz.204,HD65583,HIP39157
939,raiz.205,HD65583,HIP39157
940,raiz.206,HD65583,HIP39157
941,raiz.207,HD65583,HIP39157
942,raiz.216,HD112758,HIP63366
943,raiz.217,HD112758,HIP63366
944,raiz.218,HD112758,HIP63366
945,raiz.219,HD112758,HIP63366
946,raiz.220,HD112758,HIP63366
956,rajc.193,HD99491,HIP55846
957,rajc.194,HD99491,HIP55846
958,rajc.195,HD99491,HIP55846
959,rajc.196,HD99491,HIP55846
960,rajc.197,HD99491,HIP55846
961,rajc.199,HD88986,HIP50316
962,rajc.200,HD88986,HIP50316
963,rajc.201,HD88986,HIP50316
964,rajc.202,HD88986,HIP50316
965,rajc.203,HD88986,HIP50316
966,rajc.207,HD72905,HIP42438
967,rajc.208,HD72905,HIP42438
968,rajc.209,HD72905,HIP42438
969,rajc.210,HD72905,HIP42438
970,rajc.211,HD72905,HIP42438
977,rajg.130,HR5903,HIP77055
978,rajg.131,HR5903,HIP77055
979,rajg.132,HR5903,HIP77055
980,rajg.133,HR5903,HIP77055
981,rajg.134,HR5903,HIP77055
982,rajg.135,HR5903,HIP77055
983,rajg.136,HR6410,HIP84379
984,rajg.137,HR6410,HIP84379
985,rajg.138,HR6410,HIP84379
992,rajg.145,HR5511,HIP72220
993,rajg.146,HR5511,HIP72220
994,rajg.147,HR5511,HIP72220
1001,rajg.154,HR6712,HIP88149
1002,rajg.155,HR6712,HIP88149
1003,rajg.156,HR6712,HIP88149
1004,rajg.157,HR6410,HIP84379
1005,rajg.158,HR6410,HIP84379
1006,rajg.159,HR6410,HIP84379
1007,rajg.160,HR5903,HIP77055
1008,rajg.161,HR5903,HIP77055
1009,rajg.162,HR5903,HIP77055
1010,rajg.163,HR6629,HIP87108
1011,rajg.164,HR6629,HIP87108
